CodeAdmin;DRE;IEPP;NOM_ETABLISSEMENT;Village;Latitude;Longitude
10102P258L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL  CS ANASTASIA;VAKPOSSITO=ATSANVE;6,219382;1,152398
10102P104L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE GRAIN DE SENEVE;KOHE;6,21908;1,148768
10101P120L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA FONDATION;AGOENYIVE=ADJOUGBA;6,219038333;1,224533333
10101P2009;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL TALENTO;AGOENYIVE=ADJOUGBA;6,219038333;1,224533333
10101P072L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL AMITIE DE DIEU;AGOENYIVE=NYAVIMEAVEYIME;6,218978333;1,227068333
10101P119L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA FOI;AMOUTIVE=KELEGOUGAN;6,218978333;1,227068333
10101P091L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL L'ABNEGATION;AGOENYIVE=KELEGOUGANDIGBLE;6,218978333;1,227068333
10101P080L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL DJADJA-AVONYO;AGOENYIVE=NYIVEME+APELEBUIME;6,218883333;1,195155
10101P148L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE PELICAN;AGOENYIVE=KLEVE;6,218861667;1,207853333
10101P227L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL PAYARAMA;AGOENYIVE=DEMAKPOE;6,218861667;1,207853333
10101P226L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LES CONCURRENTS;AGOENYIVE=AHONGAKOPEASSIYEYE;6,21885;1,20788
10104P159L;DRE GOLFE LOME;IEPP LOME OUEST;EPL BERACA;AFLAO-SAGBADO=APEDOKOEGBOMAME;6,218714458;1,12004125
20304P087L;DRE MARITIME;IEPP LACS OUEST;EPL JELEM;AGBODRAFO;6,218451;1,501175
10101P215L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL MELESSIFA;AGOENYIVE=ADJOUGBA;6,218445;1,201856667
10101P117L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA CRECHE D'OR;AGOENYIVE=DEMAKPOE;6,218375;1,215896667
10101P203L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL VICTORIA;AMOUTIVE=KELEGOUGAN;6,218375;1,215896667
10102P186L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE ROCHER DE DIEU;VAKPOSSITO=ATSANVE;6,218307;1,165563
20304P118L;DRE MARITIME;IEPP LACS OUEST;EPL JELEM G/B;AGBODRAFO;6,218305;1,501186667
10101P160L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE TRIOMPHATEUR;AGOENYIVE=NYIVEME+APELEBUIME;6,2181;1,19935
10101P049C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPE EL ROHI;AGOENYIVE=KPATEFI;6,2178;1,193863333
10102P056L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL E-SNAM;VAKPOSSITO=ATSANVE;6,21778;1,17272
10102P271L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL CSB E M G E;VAKPOSSITO=ELAVANYOATSANVE;6,217627;1,163635
10101P201L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA VOIE ROYALE;AMOUTIVE=KELEGOUGAN;6,21753;1,24198
20304P079L;DRE MARITIME;IEPP LACS OUEST;EPL ARC EN CIEL;DJASSEME;6,217414;1,503108
10102P077L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA DELIVRANCE;AGOENYIVE=TELESSOU;6,217338;1,175554
10101P045C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPE B. B. DE KELEGOUGAN;AMOUTIVE=KELEGOUGAN;6,217217;1,233354
10102P055L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL ELISA;VAKPOSSITO=ELAVANYOKLEVE;6,217177;1,156332
10102P136L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL ROSA PARKS;AFIADENYIGBA;6,21715;1,137577
10104P061L;DRE GOLFE LOME;IEPP LOME OUEST;EPL LA CASCADE;AFLAO-SAGBADO=APEDOKOEGBOMAME;6,216949;1,125331
10105P171L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPC KETOGNA COPE;KELEGOUGAN;6,21693622;1,25722975
20304P080L;DRE MARITIME;IEPP LACS OUEST;EPL BON BERGER;AGBODRAFO;6,21668;1,50557
10101P051C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPE LE SEMEUR;AGOENYIVE=KLEVE;6,21658;1,198191667
10104P168L;DRE GOLFE LOME;IEPP LOME OUEST;EPL LE SEMEUR;AFLAOGAKLI;6,21653;1,1982
20304P099L;DRE MARITIME;IEPP LACS OUEST;EPL LES PYRAMIDES;AGBODRAFO;6,216325;1,501262
10105P218L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL LA COMPETENCE;KELEGOUGAN;6,216156;1,25400091
20304P090L;DRE MARITIME;IEPP LACS OUEST;EPL LA CHARITE;AGBODRAFO;6,21604;1,50447
10105P206C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPI NAASR WA MARIAM;KELEGOUGAN;6,21594275;1,24975104
20304P127L;DRE MARITIME;IEPP LACS OUEST;EPL AUXILIA GRATIAS;AGBODRAFO;6,2154;1,4275
20304P066C;DRE MARITIME;IEPP LACS OUEST;EPC GOUMOUKOPE;AGBODRAFO;6,215228333;1,532815
20304P116L;DRE MARITIME;IEPP LACS OUEST;EPL LA BONNE SEMENCE;AGBODRAFO;6,21506;1,506531667
10102P051L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL DOUGNO;SANGUERA;6,21498;1,19548
10101P074L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL BLAISE PASCAL;AMOUTIVE=KELEGOUGAN;6,2149;1,23765
10102P115L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE SEIGNEUR;AGOENYIVE=ANOMEGBLE;6,214788;1,177511
10102P125L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LES PIONNIERS;AGOENYIVE=TELESSOU;6,21478;1,17435
10102P096L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA VAILLANCE;AGOENYIVE=ANOMEGBONVE;6,214477;1,182062
10105P188L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL ESAD;AMOUTIVE;6,213968;1,256044
10105P186L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL AHMADOU KOUROUMA;KELEGOUGAN;6,213469;1,253055
20304P123L;DRE MARITIME;IEPP LACS OUEST;EPL THE ROCK;AGBODRAFO;6,213323333;1,482695
10102P068L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL JEAN DE DIEU;AFLAO-GAKLI=ADIDOADIN;6,213247;1,143018
10102P158L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL GEORGES CLEMENCEAU;AFLAO-SAGBADO=APEDOKOEGBOMAME;6,212975;1,139722
10101P168L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL MAISON DU SAVOIR;AGOENYIVE=TOTSINYIVEME;6,212753333;1,197008333
10104P136L;DRE GOLFE LOME;IEPP LOME OUEST;EPL MARANATHA;AFLAO-SAGBADO=APEDOKOEGBOMAME;6,212683;1,129167
10102P069L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL JEAN PIAGET;VAKPOSSITO=ATSANVE;6,212538;1,164377
10102P269L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE JARDIN DE LA CONNAISSANCE ET DE L'EXCELLENCE (ANNEXE);AKATOAVOEME;6,212377;1,156328
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE JARDIN DE LA CONNAISSANCE ET DE L'EXCELLENCE ANNEXE;VAKPOSSITO;6,212377;1,156328
10105P183L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL AMOU FRED;KELEGOUGAN;6,21213;1,258907
10101P125L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA PROMOTION;AMOUTIVE;6,212043333;1,23825
10102P135L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL REAL;AFLAO-GAKLI=AMADAHOME;6,21201;1,153148
10103P205L;DRE GOLFE LOME;IEPP LOME EST;EPL SAINT JEAN PAUL II;BAGUIDA=ADAMAVO;6,21198;1,24113
10102P036C;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPI RAHMA;VAKPOSSITO=AWOUDJAKOPE;6,211912;1,162478
10101P135L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA THEORIE MODERNE;AGOENYIVE=NYAVIMEAVEYIME;6,211781667;1,239608333
10101P217L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL SAINT AUGUSTIN;AMOUTIVE=KELEGOUGAN;6,211781667;1,239608333
10101P182L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL NOUVELLE ELITES ANNEXE;AGOENYIVE=KELEGOUGANDIGBLE;6,21167;1,2303
10102P062L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL HOSANNA ;AGOENYIVE=ANOMEGBONVE;6,21133;1,18428
10102P033C;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;CSB  MAISON DE LA RECONCILIATION;VAKPOSSITO=ATSANVE;6,210998;1,163598
10105P217L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL LA LUMIERE DU MONDE;KELEGOUGAN;6,21083627;1,24874934
10102P095L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA TEMPERANCE;VAKPOSSITO=AWOUDJAKOPE;6,210813;1,171511
10101P142L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE CLAIRVOYANT;AGOENYIVE=TOTSIKLEVEGBLE;6,21078;1,19935
20304P122L;DRE MARITIME;IEPP LACS OUEST;EPL LA BELLE ETOILE;AGBODRAFO;6,210778333;1,433481667
10101P062C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPI MADRASATOU ALHOUDA;TOGBLEKOPE;6,210635;1,206198333
10101P069L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL ASSEBOU;AHONKPOE;6,210635;1,206198333
10101P196L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA PATIENCE;AMOUTIVE=KELEGOUGAN;6,210635;1,206198333
10101P145L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE LEVANT;AGOENYIVE=DEMAKPOE;6,210635;1,206198333
10101P187L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL PEPINIERE DES CADRES;AMOUTIVE=KELEGOUGAN;6,210635;1,206198333
10101P206L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL PEPINIERE DES CADRES;AMOUTIVE=KELEGOUGAN;6,210635;1,206198333
10101P193L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL TYRANNUS;AGOENYIVE=KPATEFI;6,210635;1,206198333
10101P059C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPI EL NOURYA;TOGBLEKOPE;6,21046;1,240331667
10101P065L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL ALAN FRANK(LES EPINETTES);AGOENYIVE=NYIVEME+APELEBUIME;6,21046;1,240331667
10101P204L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL EFFATA;AMOUTIVE=KELEGOUGAN;6,21046;1,240331667
10101P129L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LAROUSSE I;AGOENYIVE=ATSANVE;6,21046;1,240331667
10101P191L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL SALOMON;AGOENYIVE=DEMAKPOE;6,21046;1,240331667
10102P082L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA MAISON DE L'ENFANT;AGOENYIVE=ANOMEGBLE;6,210145;1,188478
10102P037C;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPI AL SALAM;AFLAO-SAGBADO=APEDOKOEAGOKPANOU;6,209998;1,142463
10102P085L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA COLOMBE BLANCHE;VAKPOSSITO=ATSANVE;6,2099;1,15882
20304P131L;DRE MARITIME;IEPP LACS OUEST;EPL ELIM KINGDOM ACADEMY;AGBODRAFO;6,2097;1,4371
10102P098L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA VOLONTE;AGOENYIVE=ANOMEGBONVE;6,20968;1,17913
20304P081L;DRE MARITIME;IEPP LACS OUEST;EPL CITE DE KPEME;AGBODRAFO;6,209625;1,5088
10102P120L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LES AS;AFLAO-SAGBADO=SAGBADO;6,209287;1,141324
10102P131L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL NELSON MANDELA;AFLAO-GAKLI=ADIDOADIN;6,20903;1,1869
10101P071L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL BETHESDA;AGOENYIVE=KELEGOUGANDIGBLE;6,20875;1,23202
20508P090L;DRE MARITIME;IEPP LACS OUEST;INSTITUT SCOLAIRE LUMIERE DU MONDE;AGBODRAFO;6,208693333;1,49373
10105P238L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL DIVINE CLEMENCE FILEO;ATTIEGOU;6,20847389;1,25646602
10104P190P;DRE GOLFE LOME;IEPP LOME OUEST;EPE APEDOKOE G/B;AFLAO-GAKLI=APEDOKOE;6,208272323;1,127317047
10105P180L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPI FRANCO ARABE;KELEGOUGAN;6,20813126;1,24925536
10104P044C;DRE GOLFE LOME;IEPP LOME OUEST;EPE APEDOKOE;AFLAO-GAKLI=APEDOKOE;6,207984;1,126833
20304P065C;DRE MARITIME;IEPP LACS OUEST;EPC DAGUE;AGBODRAFO;6,20772;1,40468
10102P107L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE JOURDAIN;AFLAO-GAKLI=ADIDOADIN;6,20738;1,18458
10101P146L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE NOUVEAU MONDE;AMOUTIVE=KELEGOUGAN;6,20735;1,2354
20304P106L;DRE MARITIME;IEPP LACS OUEST;EPL SAINT SAMUEL;AGBODRAFO;6,207272;1,418472
10102P083L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL MATHIAS AMEDOME;AFLAO-GAKLI=AMADAHOME;6,207195;1,15118
10102P043L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL ANNE ET ALBERT;AFLAO-GAKLI=ADIDOADIN;6,207042;1,160952
10102P105L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE GRAND BERGER;AGOENYIVE=FIOVI;6,20696;1,19967
20304P077C;DRE MARITIME;IEPP LACS OUEST;EPE METHODISTE AGBODRAFO;AGBODRAFO;6,206835;1,47808
10105P095L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL NOUVELLE ELITE;KELEGOUGAN;6,20682774;1,24442536
10102P067L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL JABOK I;AHONKPOE;6,206743;1,199882
10101P181L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL NOUVELLE ELITE II;AGOENYIVE=ADJOUGBA;6,20673;1,24447
10102P121L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LES DISCIPLES;SANYRAKO;6,206727;1,199775
10102P267L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL PEACE AND LOVE;AGOENYIVE=LOGOPE;6,206722;1,199848
10102P079L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA FABIENNE G/B;AGOENYIVE=LOGOPE;6,206698;1,199942
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL SAINT ESPRIT NANEGBE;NANEGBE;6,206698;1,199952
10102P263L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL TERRE PROMISE;DEKPOR;6,206698;1,200155
10102P078L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA FABIENNE G/A;AGOENYIVE=LOGOPE;6,206663;1,199973
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA SOLUTION IDEAL;DJOMAKOU COPE;6,20666;1,199735
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LES SOMMITES 2;AGBOKOPE;6,206653;1,19993
10105P192L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL L'HERITAGE DE DIEU;ATTIEGOU;6,20661168;1,26234467
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA FABIENNE III;DALIME;6,206538;1,199618
10104P060L;DRE GOLFE LOME;IEPP LOME OUEST;EPL BORDJO;AFLAO-SAGBADO=APEDOKOEGBOMAME;6,206188;1,133931
10102P047L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL CHRISTOPHE COLOMB;AFLAO-GAKLI=ADIDOADIN;6,20616;1,148542
10102P042L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL ABEL;AFLAO-GAKLI=AVEDJITELESSOU;6,206158;1,174947
10105P210L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL DINO GOLO;KELEGOUGAN;6,20612114;1,24366235
20304P084L;DRE MARITIME;IEPP LACS OUEST;EPL ESPOIR;AGBODRAFO;6,205986;1,45115
10102P073L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA LOCOMOTIVE;AFLAO-GAKLI=AVEDJITELESSOU;6,20595;1,17303
10104P049L;DRE GOLFE LOME;IEPP LOME OUEST;EPL ALBERT LE GRAND;AKATOVIEPE;6,205880282;1,086352698
10104P095L;DRE GOLFE LOME;IEPP LOME OUEST;EPL KOUVAHEY G/A;AFLAOGAKLI;6,20548;1,18433
10104P051L;DRE GOLFE LOME;IEPP LOME OUEST;EPL AMENUVEVE LA GRACE;AFLAO-GAKLI=AVEDJITELESSOU;6,20507;1,16798
10104P034C;DRE GOLFE LOME;IEPP LOME OUEST;EPC APEDOKOE;AFLAO-GAKLI=APEDOKOE;6,204939;1,140595
10104P034C;DRE GOLFE LOME;IEPP LOME OUEST;EPC APEDOKOE;AFLAO-GAKLI=APEDOKOE;6,204939;1,140595
20304P111L;DRE MARITIME;IEPP LACS OUEST;EPL LA COLOMBE;DAGUE;6,204858333;1,404301667
10102P086L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA MISERICORDE DIVINE;AFLAO-GAKLI=AVEDJITELESSOU;6,204408;1,174565
10104P170L;DRE GOLFE LOME;IEPP LOME OUEST;EPL AMESIKA GBOMAME;AFLAO-SAGBADO=APEDOKOEGBOMAME;6,204073;1,128521
10104P215L;DRE GOLFE LOME;IEPP LOME OUEST;EPL JHON WESLEY;AFLAO-SAGBADO=APEDOKOEGBOMAME;6,203961;1,126993
10102P032C;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPC AMADAHOME;AFLAO-GAKLI=AMADAHOME;6,203948;1,15833
10104P171L;DRE GOLFE LOME;IEPP LOME OUEST;EPL LA CLEMENCE;AKATOVIEPE;6,20387;1,24442
10105P203L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL LE LEVANT II;KELEGOUGAN;6,2037749;1,24439922
10102P185L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL ESPOIR;NANEGBE-ZOUSSIME;6,203735;1,199867
10102P099L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE BRIO;AFLAO-GAKLI=AVEDJITELESSOU;6,20373;1,19203
10105P197L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL LE QUARTIER LATIN;ATTIEGOU;6,20359335;1,26516562
10105P221L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL LE FORMIDABLE;ATTIEGOU;6,20354075;1,26039584
10101P177L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL NEO-HUMANISTE;AGOENYIVE=KPATEFI;6,203346667;1,197475
10101P070L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL AWIYA;AGOENYIVE=KLEVE;6,203213333;1,196668333
20304P093L;DRE MARITIME;IEPP LACS OUEST;EPL LA QUALITE;DAGUE;6,203135;1,406518333
20304P061C;DRE MARITIME;IEPP LACS OUEST;EPC AGBODRAFO;AGBODRAFO;6,203058;1,478063
20304P121L;DRE MARITIME;IEPP LACS OUEST;EPL MAGNIFICAT;AGBODRAFO;6,202711667;1,39841
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE GRAND ESPOIR;AFLAO-GAKLI;6,202563;1,152908
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE GRANG ESPOIR G/B;AMADAHOME;6,202563;1,152908
10105P220L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL CLAVAL G/B;ATTIEGOU;6,20251811;1,26187236
10104P153L;DRE GOLFE LOME;IEPP LOME OUEST;EPL SAKA VISION;AFLAO-SAGBADO=APEDOKOEAGOKPANOU;6,202515;1,136106
10105P236L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL LA COMPASSION DE DIEU;ATTIEGOU;6,20239038;1,26963277
10107P060L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL ISSAP;AFLAO-GAKLI=TESHI;6,20211787;1,19074858
10102P106L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE GRAND ESPOIR G/A;AFLAO-GAKLI=AMADAHOME;6,202022;1,151347
10104P135L;DRE GOLFE LOME;IEPP LOME OUEST;EPL MAKAFUI;AFLAO-SAGBADO=SAGBADO;6,20185;1,16808
10102P074L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LA BONNE SEMENCE;SANYRAKO;6,20177;1,24685
20304P112L;DRE MARITIME;IEPP LACS OUEST;EPL DASEKO G/A;GBODJOME;6,201468333;1,426315
20304P117L;DRE MARITIME;IEPP LACS OUEST;EPL DASEKO G/B;GBODJOME;6,201435;1,426298333
10104P035C;DRE GOLFE LOME;IEPP LOME OUEST;EPC AVEDZI;AFLAOGAKLI;6,201222735;1,17687528
20304P120L;DRE MARITIME;IEPP LACS OUEST;EPL COMPLEXE SCOLAIRE LE BON;AGBODRAFO;6,201215;1,398655
10105P232L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL FUTURS LEADERS;KELEGOUGAN;6,20104922;1,24194365
20304P133L;DRE MARITIME;IEPP LACS OUEST;EPL MARUIS CALEMARD;AGBODRAFO;6,201;1,4089
10105P069L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPE AMOU OBLO;ATTIEGOU;6,2008;1,26088
20304P082L;DRE MARITIME;IEPP LACS OUEST;EPL COCO;AGBODRAFO;6,20074;1,45456
10107P109L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL SAINTENDHAL;AFLAOGAKLI;6,20073;1,18473
10107P088L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LE RUISSEAU;ABOBOKOME;6,20032;1,19848
10105P208C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPE METHODISTE CITE DE GRACE DE KEGUE;KELEGOUGAN;6,19994961;1,24182138
10105P187L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL TEREEC;ATTIEGOU;6,19994729;1,265865
10101P108L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LIBERTE I;AGBALEPEDOGAN;6,19986;1,202803333
10101P110L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LOUIS LE GRAND;AGBALEPEDOGAN;6,199825;1,199825
10101P078L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL CLAUDESTINO;AMOUTIVE=KELEGOUGAN;6,199486667;1,205813333
10107P123L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL TRIOMPHE DU DESTIN 2;TOTSI;6,1989956;1,18566243
10104P211L;DRE GOLFE LOME;IEPP LOME OUEST;EPL ISAK;AFLAO-GAKLI=AVEDJITELESSOU;6,198822;1,177423
10101P046C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPE ECOLE BAPTISTE ROI SALOMON;AFLAO-GAKLI=ADIDOADIN;6,198751667;1,203728333
10107P124L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL SAN FRANCESCO;AGBALEPEDOGAN;6,19868;1,1945
10105P196L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL LE MODELE;HEDZRANAWOE;6,19865643;1,25496111
20304P100L;DRE MARITIME;IEPP LACS OUEST;EPL MYOSOTIS;DAGUE;6,19844;1,40012
10104P094L;DRE GOLFE LOME;IEPP LOME OUEST;EPL JEAN GUTEMBERG;AFLAO-SAGBADO=APEDOKOEAGOKPANOU;6,19801;1,136263
10106P196L;DRE GOLFE LOME;IEPP LOME SUD;EPL LA PAIX;BEKPEHENOU;6,19795;1,26385
10101P169L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL MELA;AGBALEPEDOGAN;6,19773;1,20225
10107P113L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL VENUNYE;AGBALEPEDOGAN;6,1974;1,1961
20304P119L;DRE MARITIME;IEPP LACS OUEST;EPL CHIMELIO;AGBODRAFO;6,197246667;1,396616667
10105P224C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPC SAINT JEAN BAPTISTE;HEDZRANAWOE;6,1971069;1,25080786
10104P106L;DRE GOLFE LOME;IEPP LOME OUEST;EPL LA GRANDE ROYALE;ZANVI;6,197013;1,120565
10104P103L;DRE GOLFE LOME;IEPP LOME OUEST;EPL LA CONSOLATION;AFLAO-SAGBADO=SAGBADOASSIYEYE;6,19687;1,14863
10105P034C;DRE GOLFE LOME;IEPP LOME AEROPORT;EPC AGADJI;ATTIEGOU;6,1968;1,26148
10101P050C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPE MASSOUHOIN;AMOUTIVE=KELEGOUGAN;6,196771667;1,211688333
10105P231L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL DAVID;ATTIEGOU;6,19664058;1,26980712
10107P104L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LA METHODE ANNEXE;AGBALEPEDOGAN;6,19652462;1,20060585
10107P072L;DRE GOLFE LOME;IEPP LOME CENTRE;EPL LA METHODE;TOKOINN'KAFU;6,19643;1,20058
20304P088L;DRE MARITIME;IEPP LACS OUEST;EPL JOHNSON;DAGUE;6,196411;1,405579
10104P126L;DRE GOLFE LOME;IEPP LOME OUEST;EPL LE ROITELET II;AFLAO-GAKLI=AVEDJITELESSOU;6,19618;1,17152
10106P263L;DRE GOLFE LOME;IEPP LOME SUD;EPL MARIE ANTOINNETTE;NYEKONAKPOE;6,19608;1,1744
10105P106L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL SINAI;ATTIEGOU;6,19598191;1,25919011
10102P117L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE SINAI;VAKPOSSITO=ATSANVE;6,19595;1,25903
10105P163L;DRE GOLFE LOME;IEPP LOME AEROPORT;EPL LA REDEMPTION;ATTIEGOU;6,19591611;1,25524306
20304P101L;DRE MARITIME;IEPP LACS OUEST;EPL PIERRE SIMON G/A;AGBATA-LANZO;6,19591;1,3821
20304P124L;DRE MARITIME;IEPP LACS OUEST;EPL PIERRE SIMON G/B;AGBATA-LANZO;6,19591;1,3821
10107P044C;DRE GOLFE LOME;IEPP LOME CENTRE;EPC AFLAO TOTSI;TOTSI;6,19577;1,1916
10104P110L;DRE GOLFE LOME;IEPP LOME OUEST;EPL LA PIERRE DE ROSETTE;TOTSI;6,19568;1,17955
